,,,,,,,,,,,,
,,,,,,,,,,,,
Y01-AA-FOR-0100 Workshop Stock Record ,,,,,,,,,,,,
,,,,,,,,,,,,
PART NUMBER,DESCRIPTION,QUANTITY,BATCH/LOT/ DATE.CODE,DELIVERY NO.,DATE RECEIVED,JOB/PROJECT REF.,LOCATION,COMMENTS,REMAINING QTY,P.O NUMBER ,UNIT VALUE,TOTAL VALUE
83323,SAREL BOX,3,N/A,N/A,N/A,N/A,BC 015,2 - J.D  P.W,1,FROM S.B,£,£
,,,,,,,BC 016,,,,£,£
76.2 BLK,76.2 BLACK HEATSHRINK ,50M,N/A,N/A,N/A,,BD 001,,50M,FROM S.B,£,£
ZH-HS 76.2 BLK,76.2 BLACK HEATSHRINK ZH,10M,B50544,N/A,N/A,,BD 002,,10M,FROM S.B,£,£
38.1 RED,38.1 RED HEATSHRINK,40M,N/A,N/A,N/A,,BD 003,,40M,FROM S.B,£,£
10MM BLUE,10MM BLUE SLEEVE,80M,N/A,N/A,N/A,,BD 004,,80M,FROM S.B,£,£
51/26 GR/YELL,GREEN/YELLOW HEATSHRINK,15M,N/A,N/A,N/A,,BD 005,,,FROM S.B,£,£
,,,,N/A,N/A,,BD 006,,,FROM S.B,£,£
CGPT51/26-1,51/26 BROWN HEATSHRINK,15M,08G1161,N/A,N/A,,BD 007,,,FROM S.B,£,£
HS6.4 BROWN,6.4 BROWN HEATSHRINK,50M,N/A,N/A,N/A,,BD 008,,,FROM S.B,£,£
HS12.7 BROWN,12.7 BROWN HEATSHRINK,25M,N/A,N/A,N/A,,BD 009,,,FROM S.B,£,£
HS12.7 GREY,12.7 GREY HEATSHRINK,20M,N/A,N/A,N/A,,BD 010,,,FROM S.B,£,£
CGPT51/26-8,51/26 GREY HEATSHRINK,15M,07G6853,N/A,N/A,,BD 011,,,FROM S.B,£,£
SP50.8 RED,50.8 RED HEATSHRINK,20M,13106028,N/A,N/A,,BD 012,,,FROM S.B,£,£
CGPT51//26-6,51/26 BLUE HEATSHRINK,15M,08G2081,N/A,N/A,,BD 013,,,FROM S.B,£,£
HS6.4 WHITE,6.4 WHITE HEATSHRINK,37M,N/A,N/A,N/A,,BD 014,,,FROM S.B,£,£
CGPT51/26-0,51/26 BLACK HEATSHRINK,15M,08G2964,N/A,N/A,,BD 015,,,FROM S.B,£,£
 HS6.4 BLK,6.4 BLACK HEATSHRINK,10M,N/A,N/A,N/A,,BD 016,10M - B45,0,FROM S.B,£,£
HS38.1 BLK,38.1 BLACK HEATSHRINK,15M,151526,N/A,N/A,,BD 017,,,,£,£
172-02059,BLUE 6MM SLEEVE PVC60BE,80M,,N/A,N/A,A96,BD 018,,,FROM S.B,£,£
ES 3 BLU,BLUE 3MM SLEEVE,280M,N/A,N/A,N/A,A96,BD 019,,,FROM S.B,£,£
,,,,N/A,N/A,,BD 020,,,FROM S.B,£,£
SLGY6,GREEN/YELLOW 6MM SLEEVE,80M,N/A,,,,BD 021,,,,£,£
SLGY3,GREEN/YELLOW 3MM SLEEVE,180M,N/A,,,,BD 022,,,,£,£
6MM GR/YELL,GREEN/YELLOW 6MM SLEEVE,140M,N/A,,,,BD 023,,,,£,£
,,,,,,,BD 024,,,,£,£
4MM BROWN,BROWN 4MM SLEEVE,80M,N/A,,,,BD 025,,,,£,£
ES 3 BR,BROWN 3MM SLEEVE,200M,N/A,,,,BD 026,,,,£,£
4MM BLACK,BLACK 4MM SLEEVE,80M,N/A,,,,BD 027,,,,,
,,,,,,,BD 028,,,,,
,,,,,,,BD 029,,,,,
483-4302,BROWN HEATSHRINK,6 PACKS,,,,,BD 030,,,,,
NLSP25EU,ASST. COLOUR HEATSHRINK,1 PACK,,,,A83,BD 031,,,,,
HSP9,ASST. COLOUR HEATSHRINK,1 PACK,,,,A83,BD 032,,,,,
SP12,ASST. COLOUR HEATSHRINK,1 PACK,,,,A72,BD 033,,,,,
HIS 3,ASST. COLOUR HEATSHRINK,1 PACK,N/A,174-395538,24/11/2017,A72,BD 034,,,PO002624,,
,,,,,,,BD 035,,,,,
,,,,,,,BD 036,,,,,
,,,,,,,BD 037,,,,,
CGSS2,1.1 - 1.5 SMOOTH GROMET STRIP,20M,,,,,BD 038,,,,,
CGSS4,2.1 - 3.0 SMOOTH GROMET STRIP,20M,,,,,BD 039,,,,,
CGSS5,3.1 - 4.0 SMOOTH GROMET STRIP,15M,,,,,BD 040,,,,,
244-3061,,,,,,,BD 041,,,,,
,WHITE SPIRO-BAND,,,,,,BD 042,,,,,
,WHITE SPIRO-BAND,,,,,,BD 043,,,,,
,BLACK SPIRO-BAND,,,,,,BD 044,,,,,
,,,,,,,BD 045,,,,,
,,,,,,,BD 046,,,,,
,,,,,,,BE 001,,,,£,£
,,,,,,,BE 002,,,,£,£
,,,,,,,BE 003,,,,£,£
2F11,64-70MM BLACK CABLE CLEAT,20 PAIR,,,,A54,BE 004,,20 PAIR,,£,£
385AA01,BLACK CABLE CLEAT 10.5-14.5MM,80,,174-364704,4/4/2017,A54,BE 005,,80,PO002009,£,£
,,,,,,,BE 006,,,,£,£
385AA03,BLACK CABLE CLEAT 14.6-19.8MM,100,,N/A,N/A,N/A,BE 007,40 - B45,100,FROM S.B,£,£
385AA04,BLACK CABLE CLEAT 17.7-24MM,75,,174-364704,04/04/2017,A54,BE 008,50 - A54,75,PO002009,£,£
385AA05,BLACK CABLE CLEAT 21.7-28.5MM,51,,N/A,N/A,N/A,BE 009,50 - A54   ,,FROM S.B,£,£
385AA05,BLACK CABLE CLEAT 21.7-28.5MM,49,,,,A75,BE 009,,,A75,,
385AA06,BLACK CABLE CLEAT 26.2-34.2MM,25,,N/A,N/A,N/A,BE 010,,25,A83,£,£
,,,,,,,BE 011,,,,£,£
,,,,,,,BE 012,,,,£,£
,,,,,,,BE 013,,,,£,£
21060,BLACK CABLE CLEAT,280,,N/A,N/A,,BE 014,200 - A54,,FROM S.B,£,£
K7233,BLACK CABLE CLEAT NO. 6,80,,N/A,N/A,A83,BE 015,,,A83,£,£
K7234,BLACK CABLE CLEAT NO.7,98,,N/A,N/A,A83,BE 016,,,A83,£,£
21063,BLACK CABLE CLEAT,100,,,,A75,BE 017,100 - A99,0,A75,£,£
,,,,,,,BE 018,,,,£,£
,BLACK CABLE CLEAT SIZE 10,19,,N/A,N/A,A83,BE 019,,,A83,£,£
,BLACK CABLE CLEAT NO.5,49,,N/A,N/A,,BE 020,,,FROM S.B,£,£
PCL12,BLACK CABLE CLEAT ,,N/A,N/A,N/A,,BE 021,,,FROM S.B,£,£
,,,,,,,BE 022,,,,£,£
2-PIN,ALUMINIUM 51-57 CABLE CLEAT,,,,,A75,BE 023,,,,£,£
1-PIN,ALUMINIUM 44-51 CABLE CLEAT,,,,,A75,BE 024,,,,£,£
32-33,TRI-CABLE ALUMINIUM CLEAT,,,N/A,N/A,,BE 025,,,FROM S.B,£,£
30-32,TRI-CABLE ALUMINIUM CLEAT,7,,N/A,N/A,A72,BE 026,7 - B32,0,FROM S.B,£,£
2F10,57--64 CABLE CLEAT,,,N/A,N/A,,BE 027,,,FROM S.B,£,£
E11,,,,N/A,N/A,,BE 028,,,FROM S.B,£,£
35-35,TRI-CABLE ALUMINIUM CLEAT,,,,,,BE 029,,,FROM S.B,£,£
E11,LSF ZH RED CABLE CLEAT,,,N/A,N/A,,BE 030,,,FROM S.B,£,£
50-57,TC9 2-214 BLACK CABLE CLEAT,,,,,,BE 031,,,FROM S.B,£,£
U374AA01,BLACK CABLE CLEAT,,,N/A,N/A,,BE 032,,,FROM S.B,£,£
U374AA01,BLACK CABLE CLEAT,,,,,,BE 033,,,,£,£
E12,LSF ZH RED CABLE CLEAT,,,,,,BE 034,,,,£,£
E8,LSF ZH BLACK CABLE CLEAT,,,N/A,N/A,,BE 035,,,,£,£
E12,LSF ZH BLACK CABLE CLEAT,,,,,,BE 036,,,FROM S.B,£,£
E12,LSF ZH BLACK CABLE CLEAT,,,,,,BE 037,,,FROM S.B,,
385AA06,BLACK CABLE CLEAT,,,,,,BF 001,,6,,£,£
385AA08,BLACK CABLE CLEAT,,,,,,BF 002,,11,,£,£
332 617 010 - 00001,BOLTED CONNECTOR 185-400mm2,6,,N/A,N/A,B06,BF 003,,,B06,£,£
332 606 010 - 00021,BOLTED CABLE LUG 300-630mm2  RE AL/CU 16,11,,N/A,N/A,B06,BF 004,,,B06,£,£
BLMT-95/240-17,,3,,,,,BF 005,,,FROM S.B,£,£
BLMT-95/240-13,,9,,,,,BF 006,,,FROM S.B,£,£
,,6,,,,,BF 007,,,FROM S.B,£,£
,,4,,,,,BF 008,,,FROM S.B,£,£
,CEMBRE LUG,4,,,,,BF 009,,,FROM S.B,£,£
,CEMBRE LUG,5,,,,,BF 010,,,FROM S.B,£,£
LA500-40/1,,3,,,,,BF 011,,,FROM S.B,£,£
LA800 BR,,4,,,,,BF 012,,,FROM S.B,£,£
,,,,,,,BF 013,,,FROM S.B,£,£
,,,,,,,BF 014,,,FROM S.B,£,£
A24-M10,CEMBRE LUG,2,,,,,BF 015,,,FROM S.B,£,£
A24-M16,CEMBRE LUG,4,,,,,BF 016,,,FROM S.B,£,£
A30-M12,CEMBRE LUG,10,,,,,BF 017,,,FROM S.B,£,£
A60-M12,CEMBRE LUG,3,,,,,BF 018,,,FROM S.B,£,£
95 - 12,COPPER LUG,33,,,,A83,BF 019,,33,,£,£
,,,,,,,BF 020,,,,£,£
,,,,,,,BF 021,,,,£,£
,,,,,,,BF 022,,,,£,£
A60-M16,CEMBRE LUG,23,,,,,BF 023,,,FROM S.B,£,£
A60-M20,CEMBRE LUG,4,,,,,BF 024,,,FROM S.B,£,£
A80-M16,CEMBRE LUG,10,,,,B16,BF 025,,,FROM S.B,£,£
AA150-M16,CEMBRE LUG,43,,,,A72,BF 026,,,FROM S.B,£,£
A80-4ESI 400,CEMBRE LUG,1,,,,,BF 027,,,FROM S.B,£,£
A120,CEMBRE LUG,2,,,,,BF 028,,,FROM S.B,£,£
AA150-M16,CEMBRE LUG,13,,,,,BF 029,,14,FROM S.B,£,£
AA150-M16,CEMBRE LUG,10,,,,,BF 030,,,FROM S.B,£,£
AA150-M12-1G/20,CEMBRE LUG,7,,,,,BF 031,5 - A99,,FROM S.B,£,£
,CEMBRE LUG,,,,,,BF 032,,,,£,£
,CEMBRE LUG,,,,,,BF 033,,,,£,£
AA240-M16-1G,CEMBRE LUG,19,,,,,BF 034,,,FROM S.B,£,£
AA240-M16-1G/340,CEMBRE LUG,10,,,,,BF 035,,,FROM S.B,£,£
AA240-M16,CEMBRE LUG,3,,,,,BF 036,,,FROM S.B,£,£
AA240-M16-33-1G,CEMBRE LUG,13,,,,,BF 037,,,FROM S.B,£,£
AA250-M16-1G,CEMBRE LUG,10,,,,B16,BF 038,,,FROM S.B,£,£
2A80-2M12,CEMBRE LUG,1,,,,,BF 039,,,FROM S.B,£,£
2A80-2M16-50-GEL,CEMBRE LUG,20,,,,,BF 040,,,FROM S.B,£,£
2A80-M20,CEMBRE LUG,14,,,,,BF 041,,,FROM S.B,£,£
2A100-2M16,CEMBRE LUG,17,,,,,BF 042,,,FROM S.B,£,£
CA300-2M12,CEMBRE LUG,2,,,,,BF 043,,,FROM S.B,£,£
AA500-40-M16,CEMBRE LUG,4,,,,,BF 044,,,FROM S.B,£,£
AA500-40-M16,CEMBRE LUG,8,,,,,BF 045,,,FROM S.B,£,£
L48A 120,BICON LUG,4,,,,,BF 046,,,FROM S.B,£,£
AA1000S-2M16-41,CEMBRE LUG,9,,,,,BF 047,,,FROM S.B,£,£
040,AUS LUG,19,,,,,BF 048,,,FROM S.B,£,£
041,AUS LUG,33,,,,,BF 049,,,FROM S.B,£,£
120C12,,9,,,,,BF 050,,,FROM S.B,£,£
300-12,,7,,,,,BF 051,,,FROM S.B,£,£
120C16,,9,,,,,BF 052,,,FROM S.B,£,£
30520,,5,,,,,BF 053,,,FROM S.B,£,£
12002M12,,6,,,,,BF 054,,,FROM S.B,£,£
LB40A12D,,12,,,,,BF 055,,,FROM S.B,£,£
LB48A12D,,4,,,,,BF 056,4 - A99,0,FROM S.B,£,£
,,,,,,,BG 001,,,,£,£
,,,,,,,BG 002,,,,£,£
,BLACK SPIRO BAND,50M,,,,,BG 003,25M - CH,50M,,£,£
422AA56,M32 GLAND KIT,6,,,,,BG 004,,6,,£,£
422AA56,M32 GLAND KIT,8,,,,,BG 005,,8,,£,£
422AA56,M32 GLAND KIT,7,,,,,BG 006,,7,,£,£
423LSF56,M32 GLAND KIT,17,,,,,BG 007,,17,,£,£
A2 32,M32 GLAND KIT,8,,,,,BG 008,,8,,£,£
KM40956,,,,,,A72,BG 009,,,,£,£
,,,,,,,BG 010,,,,£,£
432LSF56,M32 GLAND KIT,7,,,,,BG 011,,7,,£,£
432LSF56,M32 GLAND KIT,5,,,,,BG 012,,5,,£,£
CW 32K,M32 GLAND KIT,2,,,,,BG 013,,2,,£,£
32BW LSF 2RA,M32 GLAND KIT,3,,,,,BG 014,,3,,£,£
,,,,,,,BG 015,,,,£,£
LSF CW32,M32 GLAND KIT,4,,,,,BG 016,1 - B16,4,,£,£
CW 32K,M32 GLAND KIT,,,,,,BG 017,,,,£,£
CW32 L,M32 GLAND KIT,1,,,,,BG 018,,1,,£,£
422AL57,M40 GLAND KIT,9,,,,,BG 019,,9,,£,£
KM40957,M40 GLAND KIT,8,,,,,BG 020,,8,,£,£
422AA57,M40 GLAND KIT,1,,,,,BG 021,1 - B45,1,,£,£
A2 40L,M40 GLAND KIT,2,,,,,BG 022,,2,,£,£
420AA57,M40 GLAND KIT,1,,,,,BG 023,,1,,£,£
422AL58,M50 GLAND KIT,6,,,,,BG 024,,6,,£,£
423LSF59,M50 GLAND KIT,10,,,,,BG 025,,10,,£,£
423LSF58,M50 GLAND KIT,10,,,,,BG 026,,10,,£,£
A2 50,M50 GLAND KIT,1,,,,,BG 027,,1,,£,£
50 CWK,M50 GLAND KIT,1,,,,,BG 028,,1,,£,£
,,,,,,,BG 029,,,,£,£
A2 63S,M63 GLAND KIT,10,,,,,BG 030,,10,,£,£
A2 63S,M63 GLAND KIT,4,,,,,BG 031,,4,,£,£
,,,,,,,BG 032,,,,£,£
,,,,,,,BG 033,,,,£,£
463-4477,GLAND KIT,1,,,,A72,BG 034,,,,£,£
A2 63,M63 A2 GLANDKIT,2,,,,A72,BG 035,,,,£,£
463-4203,GLAND KIT,1,,,,A72,BG 036,,,,£,£
422AA61,M63 CW63K GLAND KIT,1,,,,A72,BG 037,,,,£,£
KM40961,M63 A1/A2 GLAND KIT,3,,,,A72,BG 038,,,,£,£
KM40961,M63 A1/A2 GLAND KIT,8,,,,A72,BG 039,,,,£,£
A2 63S,M63 GLAND KIT,3,,,,A72,BG 040,,,,£,£
,,,,,,A72,BG 041,,,,£,£
A275,M75 GLAND KIT,1,,,,A54,BG 042,,,,£,£
KM40962,M75S GLANG KIT,5,,,,A72,BG 043,,,,£,£
385AA08,34 - 44MM BLACK CABLE CLEAT,100,,,,A75,BH 001,,100,A75,£,£
NGM63-BLK,M63 BLACK GLAND,,,,,,BH 002,,,,£,£
9501160000,,760,N/A,,,A88,BH 003,,760,,£,£
KA41953,,,,,,,BH 004,10 - CH 3 - B45,,,£,£
KA41953,,,,,,,BH 005,10 - CH 10 - A99,,,£,£
422AA53,,,,,,,BH 006,,,,£,£
422AA53,,,,,,,BH 007,,,,£,£
422AA52,,4,,,,A54,BH 008,,4,,£,£
KM40952,,,,,,,BH 009,,,,£,£
422PCG052,,,,,,,BH 010,1 - A99,,,£,£
KM40953,,,,,,,BH 011,,,,£,£
BW20 LSF,,19,,,,A88,BH 012,,,,£,£
BW20 LSF,,7,,,,A88,BH 013,,,,£,£
,,3,,,,A75,,,,,,
BW20S LSF,,10,,,,A88,BH 014,,,,£,£
,,5,,,,A75,,,,,,
20S CW,,9,,,,A88,BH 015,,,,£,£
20S CW,,,,,,,BH 016,6 - A99,,,£,£
BW 20S,,,,,,,BH 017,,,,£,£
BW 20S,,,,,,,BH 018,,,,£,£
423LSF53,,,,,,,BH 019,,,,£,£
CW 20L,,,,,,,BH 020,,,,£,£
XT - 20,,,,,,,BH 021,,,,£,£
HA20BW,,,,,,,BH 022,,,,£,£
KA41955,,,,,,,BH 023,11 - A99,,,£,£
KA41955,,,,,,,BH 024,6 - A99,,,£,£
25 CW,,,,,,,BH 025,9 - A99,,,£,£
25 CW,,,,,,,BH 026,10 - A99,,,£,£
422A55,,,,,,,BH 027,,,,£,£
422A55 ,,,,,,,BH 028,,,,£,£
422A55,,,,,,,BH 029,,,,£,£
KM40955,,,,,,,BH 030,,,,£,£
KM40955,,,,,,,BH 031,,,,£,£
KM40955,,,,,,,BH 032,,,,£,£
,,,,,,,BH 033,,,,£,£
A2 25L,,,,,,,BH 034,,,,£,£
A2 25L,,,,,,,BH 035,,,,£,£
BW25 LSF,,10,,,,,BH 036,,,,£,£
HA25 BW,,,,,,,BH 037,,,,£,£
422AL55,,,,,,,BH 038,,,,£,£
,,,,,,,BH 039,,,,£,£
,,,,,,,BH 040,,,,£,£
,,,,,,,BH 041,,,,£,£
50MM x 6MM,COPPER BAR,8M,N/A,2117,16/05/2017,A75,EA 001,8M-A54,0,PO002117,£,£
MISCELLANEOUS ,VEHICLES/PAINTING/PACKAGING ETC.,N/A,N/A,N/A,N/A,N/A,EA 001,,N/A,N/A,£,£
MAS0606030R5,ELDON PANEL,1,,N/A,N/A,A54,EB 001,,1,FROM A54,£,£
MAS1208030R5,ELDON PANEL,1,,N/A,N/A,A54,EB 001,,1,FROM A54,£,£
L36W/840,STRIP LIGHT,23,,174-365231,04/04/2017,A75,EC 001,,23,PO002017,£,£
,75 x 100MM TRUNKING,,,,,,ED 001,,2M,FROM A70,£,£
,60 x 60MM TRUNKING,,,,,,ED 001,,4M,,£,£
,50 x 50MM TRUNKING,40M,,,29/03/2017,A88,ED 001,,40M,PO001996,,
,50 x 37.5MM TRUNKING,,,,,,ED 001,,10M,,£,£
,37.5 x 50MM TRUNKING,,,,,,ED 001,,144M,,£,£
,25 x 50MM TRUNKING,,,,,,ED 001,5M - B45,5M,,£,£
,25 x 25MM TRUNKING,,,,,,ED 001,,12M,FROM S.B,£,£
?,ADP3 COVER ?,,,,,,ED 001,,9M,,£,£
?,ADP3 COVER ?,4M,,,,,ED 001,2 - A54,2M,,£,£
?,ADP3 COVER?,,,,,,ED 001,,10M,,£,£
?,ADP3 COVER?,,,,,,ED 001,,1M,,£,£
MWTM 75/22,RAYCHEM BLACK HEATSHRINK,10M,,,,,EE 001,10M - B39,0,,,
,,,,,,,EF 001,,,,,
JOINTING KITS,INCOMPLETE / SPARES,N/A,N/A,N/A,N/A,FROM S.B,EG 001,,N/A,FROM S.B,£,£
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
M6 , M6 x 16 BRASS HEX SET SCREW,1000,N/A,174-308798,14/12/2015,STOCK,BR 001,200 - A54  200 - A75  100 - MM,600,PO001345,£,£
M6 , M6 x 20 BRASS HEX SET SCREW,1000,N/A,174-308798,14/12/2015,STOCK,BR 002,100 - A72,900,PO001345,,
M6 , M6 x 25 BRASS HEX SET SCREW,500,N/A,174-312920,26/01/2016,STOCK,BR 003,200 - A70  100 - A79,200,PO001398,,
M6 , M6 x 50 BRASS HEX SET SCREW,,,,,,BR 004,,,,,
M6, M6 BRASS FULL NUT,2000,N/A,174-308798,14/12/2015,STOCK,BR 005,100-A29  200-A54  600-A70  400-A72  100-A79  200-A75,400,PO001345,,
M6, M6 BRASS FLAT WASHER,5000,N/A,174-308798,14/12/2015,STOCK,BR 006,100-A29  500-A54  700-A70  1700-A72  100-A79  300-A75,1600,PO001345,,
M6, M6 BRASS SPRING WASHER,2000,N/A,174-308798,14/12/2015,STOCK,BR 007,100-A29  200-A54  300-A70  200-A72,1200,PO001345,,
,,,,,,,BR 008,,,,,
M8 , M8 x 16 BRASS HEX SET SCREW,,,,,,BR 009,,,,,
M8 , M8 x 20 BRASS HEX SET SCREW,,,,,,BR 010,,,,,
M8 , M8 x 25 BRASS HEX SET SCREW,,,,,,BR 011,,,,,
M8 , M8 x 30 BRASS HEX SET SCREW,,,,,,BR 012,,,,,
M8 , M8 x 40 BRASS HEX SET SCREW,,,,,,BR 013,,,,,
M8, M8 BRASS FULL NUT,,,,,,BR 014,,,,,
M8, M8 BRASS FULL NUT,,,,,,BR 015,,,,,
M8, M8 BRASS FLAT WASHER,,,,,,BR 016,,,,,
M8, M8 BRASS SPRING WASHER,,,,,,BR 017,,,,,
,,,,,,,BR 018,,,,,
,,,,,,,BR 019,,,,,
,,,,,,,BR 020,,,,,
M10 , M10 x 20 BRASS HEX SET SCREW,,,,,,BR 021,,,,,
M10 , M10 x 25 BRASS HEX SET SCREW,,,,,,BR 022,,,,,
M10 , M10 x 30 BRASS HEX SET SCREW,,,,,,BR 023,,,,,
M10 , M10 x 40 BRASS HEX SET SCREW,,,,,,BR 024,,,,,
M10, M10 BRASS FULL NUT,,,,,,BR 025,,,,,
M10,M10 BRASS HALF NUT,,,,,,BR 026,,,,,
M10, M10 BRASS FLAT WASHER,,,,,,BR 027,,,,,
M10,M10 BRASS SPRING WASHER,,,,,,BR 028,,,,,
M12, M12 BRASS FULL NUT,,,,,,BR 029,20 - B45,,FROM B06,,
M12, M12 BRASS HALF NUT,,,,,,BR 030,,,,,
,,,,,,,BR 031,,,,,
M12, M12 BRASS SPRING WASHER,,,,,,BR 032,60 - B45,,FROM B06,,
M12,M12 x 40 BRASS HEX SET SCREW,,,,,,BR 033,45 - B45,,FROM B06,,
M12, M12 BRASS FLAT WASHER,,,,,,BR 034,70 - B45,,FROM B06,,
,,,,,,,BR 035,,,,,
,,,,,,,BR 036,,,,,
M6 ,M6 x 10 STAINLESS STEEL HEX SET SCREW,,,,,,SS 001,,,,,
M6 ,M6 x 16 STAINLESS STEEL HEX SET SCREW,,,,,,SS 002,,,,,
M6 ,M6 x 20 STAINLESS STEEL HEX SET SCREW,,,,,,SS 003,,,,,
M6 ,M6 x 25 STAINLESS STEEL HEX SET SCREW,,,,,,SS 004,,,,,
M6 ,M6 x 30 STAINLESS STEEL HEX SET SCREW,,,,,,SS 005,,,,,
M6 ,M6 x 60 STAINLESS STEEL HEX SET SCREW,,,,,,SS 006,,,,,
M6 ,M6 x 70 STAINLESS STEEL HEX SET SCREW,,,,,,SS 007,,,,,
M6 ,M6 x 80 STAINLESS STEEL HEX SET SCREW,,,,,,SS 008,,,,,
,,,,,,,SS 009,,,,,
,,,,,,,SS 010,,,,,
M6 ,M6 STAINLESS STEEL FULL NUT,,,,,,SS 011,,,,,
,,,,,,,SS 012,,,,,
M6 ,M6 STAINLESS STEEL SPRING WASHER,,,,,,SS 013,,,,,
M6 ,M6 x 60 STAINLESS STEEL BOLT,,,,,,SS 014,,,,,
M6 ,M6 x 80 STAINLESS STEEL BOLT,,,,,,SS 015,,,,,
M6 ,M6 x 100 STAINLESS STEEL BOLT,,,,,,SS 016,,,,,
,,,,,,,SS 017,,,,,
M6 ,M6 x 20 STAINLESS STEEL SOCKET HEAD SCREW,,,,,,SS 018,,,,,
M6 ,M6 x 30 STAINLESS STEEL ROOFING BOLT,,,,,,SS 019,,,,,
M6,M6 STAINLESS STEEL NYLOC NUT,,,,,,SS 020,,,,,
,,,,,,,SS 021,,,,,
M8 ,M8 x 20 STAINLESS STEEL HEX SET SCREW,,,,,,SS 022,,,,,
M8,M8 x 30 STAINLESS STEEL HEX SET SCREW,,,,,,SS 023,,,,,
M8 ,M8 x 45 STAINLESS STEEL HEX SET SCREW,,,,,,SS 024,,,,,
M8 ,M8 x 60 STAINLESS STEEL HEX SET SCREW,,,,,,SS 025,,,,,
,,,,,,,SS 026,,,,,
M8,M8 STAINLESS STEEL FULL NUT,,,,,,SS 027,,,,,
M8,M8 STAINLESS STEEL FLAT WASHER,,,,,,SS 028,,,,,
M8,M8 STAINLESS STEEL SPRING WASHER,,,,,,SS 029,,,,,
M8,M8 STAINLESS STEEL SHAKEPROOF WASHER,,,,,,SS 030,,,,,
M8 ,M8 x 40 STAINLESS STEEL BOLT,,,,,,SS 031,,,,,
,,,,,,,SS 032,,,,,
M8,M8 x 20 STAINLESS STEEL SLOTTED SCREW,,,,,,SS 033,,,,,
,,,,,,,SS 034,,,,,
M10,M10 x 20 STAINLESS STEEL HEX SET SCREW,,,,,,SS 035,,,,,
M10,M10 x 25 STAINLESS STEEL HEX SET SCREW,,,,,,SS 036,,,,,
M10,M10 x 30 STAINLESS STEEL HEX SET SCREW,,,,,,SS 037,,,,,
M10,M10 STAINLESS STEEL FULL NUT,,,,,,SS 038,,,,,
M10,M10 STAINLESS STEEL FLAT WASHER,,,,,,SS 039,,,,,
M10,M10 STAINLESS STEEL SPRING WASHER,,,,,,SS 040,,,,,
M10,M10 STAINLESS STEEL SHAKEPROOF WASHER,,,,,,SS 041,,,,,
M10,M10 STAINLESS STEEL HALF NUT,,,,,,SS 042,,,,,
M10,M10 x 70 STAINLESS STEEL BOLT,,,,,,SS 043,,,,,
M10,M10 x 50 STAINLESS STEEL EYE BOLT,,,,,,SS 044,,,,,
M10,M10 x 120 STAINLESS STEEL THREADED BAR,,,,,,SS 045,,,,,
M12,M12 x 30 STAINLESS STEEL HEX SET SCREW,,,,,,SS 046,,,,,
M12,M12 x 40 STAINLESS STEEL HEX SET SCREW,,,,,,SS 047,,,,,
M12,M12 x 50 STAINLESS STEEL HEX SET SCREW,,,,,,SS 048,,,,,
M12,M12 x 55 STAINLESS STEEL HEX SET SCREW,,,,,,SS 049,,,,,
M12,M12 x 60 STAINLESS STEEL HEX SET SCREW,,,,,,SS 050,,,,,
M12,M12 STAINLESS STEEL FULL NUT,,,,,,SS 051,,,,,
M12,M12 STAINLESS STEEL FLAT WASHER,,,,,,SS 052,,,,,
M12,M12 STAINLESS STEEL SPRING WASHER,,,,,,SS 053,,,,,
M12,M12 STAINLESS STEEL NYLOC NUT,,,,,,SS 054,,,,,
M12,M12 STAINLESS STEEL HALF NUT,,,,,,SS 055,,,,,
M12,M12 STAINLESS STEEL SHEAR NUT,,,,,,SS 056,,,,,
M12,M12 x 110 STAINLESS STEEL BOLT,,,,,,SS 057,,,,,
M12,M12 x 120 STAINLESS STEEL BOLT,,,,,,SS 058,,,,,
M16,M16 x 40 STAINLESS STEEL HEX SET SCREW,,,,,,SS 059,,,,,
M16,M16 x 45 STAINLESS STEEL HEX SET SCREW,,,,,,SS 060,,,,,
M16,M16 x 50 STAINLESS STEEL HEX SET SCREW,,,,,,SS 061,,,,,
M16,M16 x 55 STAINLESS STEEL HEX SET SCREW,,,,,,SS 062,,,,,
M16,M16 x 70 STAINLESS STEEL HEX SET SCREW,,,,,,SS 063,,,,,
M16,M16 x 80 STAINLESS STEEL HEX SET SCREW,,,,,,SS 064,,,,,
M16,M16 STAINLESS STEEL FULL NUT,,,,,,SS 065,,,,,
,,,,,,,SS 066,,,,,
M16,M16 STAINLESS STEEL SPRING WASHER,,,,,,SS 067,,,,,
M16,M16 x 100 STAINLESS STEEL BOLT,,,,,,SS 068,,,,,
M16,M16 x 140 STAINLESS STEEL BOLT,,,,,,SS 069,,,,,
M20,M20 x 60 STAINLESS STEEL HEX SET SCREW,,,,,,SS 070,,,,,
M20,M20 x 80 STAINLESS STEEL HEX SET SCREW,,,,,,SS 071,,,,,
M20,M20 STAINLESS STEEL FULL NUT,,,,,,SS 072,,,,,
M20,M20 STAINLESS STEEL FLAT WASHER,,,,,,SS 073,,,,,
,BROWN  2.5MM TRI RATED CABLE,1350M,,,,,GF A 001,50M -    100M - CH,1300 M,,£,£
