Y01-AA-FOR-0098 Project Stock Record ,,,,,,,,,,,
,,,,,,,,,,,
PART NUMBER,DESCRIPTION,QUANTITY,BATCH/LOT/ DATE CODE,DELIVERY NUMBER,DATE RECEIVED,JOB/PROJECT REF.,LOCATION,COMMENTS,PURCHASE ORDER NUMBER,LINK TO DELIVERY NOTE ,
U10/SC/H,100MM SUSPENSION CLIP,16,N/A,28596877,08/08/2017,A88,A88,,PO002331,U:\DOC719.pdf,
U10IR30/90/30H,90 I/RISER  300 x 300MM,2,N/A,28596877,08/08/2017,A88,A88,,PO002331,U:\DOC719.pdf,
2319205,200 x 2.5MM TIE WRAPS  UV-RESISTANT,1000,N/A,1131291322,08/08/2017,A83,A83,,,U:\DOC720.pdf,
1705330,19 x 19 x 6MM SELF AD. FIXING CLIP,50,N/A,1131291322,08/08/2017,A83,A83,,,U:\DOC720.pdf,
404433,7.11MM ROUND ADHESIVE CLIP,50,N/A,1131291322,08/08/2017,A83,A83,,,U:\DOC720.pdf,
QY 147,100MM x 12MM COPPER BAR (ITEM A),48,N/A,7723/01,09/08/2017,A88,A88,,PO002317,U:\DOC721.pdf,
FST50-2000,DC CURRENT SHUNT 50MV 2000A,1,N/A,143064,14/08/2017,A88,A88,,PO002358,U:\DOC722.pdf,
U10FB30/90/30H,100MM 90DEGREE BEND 300 x 300MM HG,5,N/A,28676230,23/08/2017,A88,A88,,PO002331,U:\DOC723.pdf,
U10OR30/90/30H,100MM O/RISER 300 x 300MM HG,2,N/A,28676230,23/08/2017,A88,A88,,PO002331,U:\DOC723.pdf,
A3B8760LSFGR100 ,8760  LSF 1PX18AWG 600V CABLE,2,N/A,000789926001,25/08/2017,A88,A88,,PO002383,U:\DOC726.pdf,
503/32321,MRSC 600/1A  CURRENT TRANSFORMER,1,40212-1-001,14387,30/08/2017,A54,A54,,PO002226,U:\DOC732.pdf,
A9SWA1215LSZH,12 x 1.5 MM XLPE/LSZH/SWA/LS  0.6/1KV,100M,C10670703,000790707001,01/09/2017,,,,PO002394,U:\DOC733.pdf,
A88-AA-DET-0006,LABELS,12,N/A,19592,01/09/2017,A88,A88,,PO002323,U:\DOC734.pdf,
A88-AA-DET-0007,LABELS,44,N/A,19592,01/09/2017,A88,A88,,PO002323,U:\DOC734.pdf,
P542217C3M0308J,PROTECTION RELAY,1,37025219,186889367,04/09/2017,A95,A95,,PO002296,U:\DOC736.pdf,
P120A00T112BF1,OVERCURRENT  PROTECTION RELAY,2,N/A,808034253,04/09/2017,A95,A95,,PO002296,U:\DOC737.pdf,
P9210AST112CD1,VOLT. AND FREQ. PROTECTION RELAY,1,N/A,808034253,04/09/2017,A95,A95,,PO002296,U:\DOC737.pdf,
P143217A3M0468J,FEEDER MANAGEMENT RELAY,2,N/A,186886198,04/09/2017,A95,A95,,PO002296,U:\DOC738.pdf,
P438-84802192-305-411-615-714-921,RAIL CATENARY PROTECTION RELAY,1,37025309,186886198,04/09/2017,A95,A95,,PO002296,U:\DOC738.pdf,
534238A,RED M3 RING CRIMP,1000,N/A,1132273264,04/09/2017,,,,,U:\DOC739.pdf,
M6,SERRATED FLANGE HEX NUT,300,N/A,174-384183,04/09/2017,A88,A88,,PO002391,U:\DOC740.pdf,
43RER,IR 1.5/4.3 INSULATING RING CRIMP,200,N/A,174-384183,04/09/2017,A88,A88,,PO002391,U:\DOC740.pdf,
37RER,IR 0.5/1.5 INSULATING RING CRIMP,200,N/A,174-384183,04/09/2017,A88,A88,,PO002391,U:\DOC740.pdf,
37BER,IR 1.5/2.5 INSULATING RING CRIMP,200,N/A,174-384183,04/09/2017,A88,A88,,PO002391,U:\DOC740.pdf,
43BER,IR 62.5/4.3 INSULATING RING CRIMP,200,N/A,174-384183,04/09/2017,A88,A88,,PO002391,U:\DOC740.pdf,
A88-AA-SKE-0001,L - SHAPED SUPPORT BRACKET,15,N/A,27894,11/09/2017,A88,A88,,PO002341,U:\DOC741.pdf,
95-EP631-2,3M  52KV INDOOR/OUTDOOR TERMINAL,6,6D12A,TD419582,11/09/2017,A54,A54,,PO002417,U:\DOC742.pdf,
2A80-2M12,CEMBRE HV 2 HOLE CRIMP LUG,6,N/A,TD419582,11/09/2017,A54,A54,,PO002417,U:\DOC742.pdf,
2A19-M12,CEMBRE HV CRIMP LUG 95mm2,6,N/A,TD419582,11/09/2017,A54,A54,,PO002417,U:\DOC742.pdf,
95-EB62-2,3M  52KV INDOOR/OUTDOOR TERMINAL,2,N/A,TD419582,11/09/2017,A54,A54,,PO002417,U:\DOC742.pdf,
2A24-2M12,CEMBRE HV CRIMP LUG  120mm2,2,N/A,TD419582,11/09/2017,A54,A54,,PO002417,U:\DOC742.pdf,
2A19-M12,CEMBRE HV CRIMP LUG  95mm2,2,N/A,TD419582,11/09/2017,A54,A54,,PO002417,U:\DOC742.pdf,
SFF750,EXPANDABLE FOAM,5,22/2017,174-385647,12/09/2017,A54,A54,,PO002415,U:\DOC743.pdf,
CTI6,KOMPRESS  CT16 10 LUG,100,N/A,174-385647,12/09/2017,A54,A54,,PO002415,U:\DOC743.pdf,
M6,M6 x 80MM  BOLT,200,N/A,174-385647,12/09/2017,A54,A54,,PO002415,U:\DOC743.pdf,
HN06,M6 HEX NUT  BZP,200,N/A,174-385647,12/09/2017,A54,A54,,PO002415,U:\DOC743.pdf,
FW06,M6 FLAT WASHER  BZP,400,46/2016,174-385647,12/09/2017,A54,A54,,PO002415,U:\DOC743.pdf,
M6,M6 SPRING WASHER,200,N/A,174-385647,12/09/2017,A54,A54,,PO002415,U:\DOC743.pdf,
M3 ,M3  SECONDARY TAP,1,N/A,174-385647,12/09/2017,A54,A54,,PO002415,U:\DOC743.pdf,
M3 ,M3 x 16MM SLOTTED PAN HEAD M/SCR,100,N/A,174-385647,12/09/2017,A54,A54,,PO002415,U:\DOC743.pdf,
6491X,16MM GREEN/YELLOW EARTH CABLE,250M,19-06109,174-385647,12/09/2017,A54,A54,,PO002415,U:\DOC743.pdf,
95-EB62-2,3M  52KV INDOOR/OUTDOOR TERMINAL,2,27/2017,TD419684,12/09/2017,A54,A54,,PO002417,U:\DOC744.pdf,
2A24-2M12,CEMBRE HV CRIMP LUG 120mm2,2,N/A,TD419684,12/09/2017,A54,A54,,PO002417,U:\DOC744.pdf,
2A19-M12,CEMBRE HV CRIMP LUG 95mm2,2,N/A,TD419684,12/09/2017,A54,A54,,PO002417,U:\DOC744.pdf,
A3Q4GKW-AX0040,1 x 4 MM  4GKW-AX PLUS,300M,N/A,000794904001,28/09/2017,A88,A88,,PO002443,U:\DOC745.pdf,
A9SWA3025/100,3 x 2.5 MM XLPE/PVC/SWA/PVC 0.6/1KV,100M,N/A,000794904001,28/09/2017,A88,A88,,PO002443,U:\DOC745.pdf,
250-0549,"BLACK WATERPROOF CASE  10.5""",2,,DGB11197884,23/10/2017,A88,A88,,PO002540,U:\DOC750.pdf,
876-2660,BLACK PERMANENT BULLET TIP MARKER PEN,1,,DGB11197884,23/10/2017,A88,A88,,PO002540,U:\DOC750.pdf,
RS20FWH,20A RED SPOT FUSE HOLDER WHITE,4,,EG017514,23/10/2017,A95,A95,,PO002545,U:\DOC751.pdf,
CN1R1-4RA,RED NYLON M4 RING CRIMP 90 DEGREE ANGLE,500,,698212,23/10/2017,A95,A95,,PO002546,U:\DOC752.pdf,
709-3787,CONTACT PIN GOLD PLATE AWG14 - 16,150,,1134570130,23/10/2017,A95,A95,,PO002547,U:\DOC753.pdf,
737-4216,A1 CAP RADIAL NRSZ 50V  68UF,25,,1134553751,23/10/2017,A95,A95,,PO002547,U:\DOC754.pdf,
208-3984,50 x 25MM TRUNKING,24M,,1134556151,23/10/2017,A95,A95,,PO002547,U:\DOC755.pdf,
467-416,STANDARD TOP HAT PUNCHED DIN RAIL,4M,,1134554250,23/10/2017,A95,A95,,PO002547,U:\DOC756.pdf,
467-399,STANDARD TOP HAT PLAIN DIN RAIL,4M,,1134554250,23/10/2017,A95,A95,,PO002547,U:\DOC756.pdf,
803-4222,WHITE TRI-RATED 1.5MM CABLE,500M,,1134556148,23/10/2017,A95,A95,,PO002547,U:\DOC757.pdf,
523-121,M6 CAGE NUT - NARROW TYPE,50,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
524-310,M5 SELF LOCKING NUT,200,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
524-304,M4 SELF LOCKING NUT,100,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
524-281,M3 SELF LOCKING NUT,100,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
553-683,M6 x 16MM CROSS PAN HEAD SCREW,100,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
553-706,M6 x 25MM CROSS PAN HEAD SCREW,100,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
553-627,M5 x 16MM CROSS PAN HEAD SCREW,100,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
546-6219,M4 x 6MM  CHEESEHEAD SCREW,200,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
908-7485,M3 x 10MM CROSS CSK HEAD SCREW,100,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
525-947,M6 FLAT WASHER  BZP,250,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
525-931,M5 FLAT WASHER BZP,250,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
525-925,M4 FLAT WASHER BZP,250,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
560-338,M3 FLAT WASHER BZP,250,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
172-335,OPEN STYLE PUSH-ON RETAINER 4MM SHAFT,50,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
750-244,S/STEEL HEAVY DUTY HANDLE,8,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
275-535,M5 SERRATED FLANGE NUT,100,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
212-064,22MM RED LED  48-65 VDC,1,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
212-238,22MM GREEN LED 48-65 VDC,5,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
219-5548,IP67 GREEN PUSHBUTTON SWITCH SERIES 84,3,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
242-1049,SOLID LINK FOR BS A1 FUSES  20A,5,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
539-8201,SH200 MCB 6A 1 POLE TYPE C   6KA,4,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
709-3646,PANEL RECEPTACLE 24 WAY SOCKETS,8,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
829-8722,RSF3/35 TERMINAL,120,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
803-4269,BROWN TRI-RATED 2.5MM CABLE,100M,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
709-3573,CABLE PLUG 24 WAY PIN,6,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
709-3753,BACKSHELL STRAIN RELIEF 8.6-17.8MM,6,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
408-205,BLACK EXPANDABLE BRAIDED SLEEVE 15MM,10,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
683-8766,"RELAY DPDT PCB, 3A 12VDC COIL",5,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
369-523,DPDT SUB-MINIATURE RELAY 2A 48VDC COIL,6,N/A,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
707-8855,"CARBON RESISTOR 2W ,5% ,560R",10,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
252-2754,"HS25 A1 WIREWOUND RESISTOR 75R, 25W",4,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
192-2715,PCB CARRIER SYSTEM 11.25MM SIDE ELEMENT,12,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
192-2765,UNIVERSAL FOOT PCB CARRIER SYSTEM,12,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
192-2759,BASE ELEMENT PCB CARRIER SYSTEM 45MM,10,,1134556147,23/10/2017,A95,A95,,PO002547,U:\DOC758.pdf,
369-523,DPDT SUB-MINIATURE RELAY 2A 48VDC COIL,9,N/A,1134581813,24/10/2017,A95,A95,,PO002547,U:\DOC759.pdf,
123-3571,PROGRAMMABLE POWER SUPPLY 60V,1,727D316G1,1134556150,24/10/2017,A95,A95,,PO002547,U:\DOC760.pdf,
802-0535,"PCB TERMINAL BLOCK ,5MM PITCH  12 WAY",10,N/A,1134649553,25/10/2017,A95,A95,,PO002547,U:\DOC762.pdf,
PN012,LONG SPRING CHANNEL NUT,6,N/A,174-392605,02/11/2017,A72,A72,,PO002565,U:\DOC764.pdf,
PN062,SHORT SPRING CHANNEL NUT,6,N/A,174-392605,02/11/2017,A72,A72,,PO002565,U:\DOC764.pdf,
SB506/08,UNISTRUT SQUARE PLATE 40x40x5MM,6,N/A,174-392605,02/11/2017,A72,A72,,PO002565,U:\DOC764.pdf,
SB500 L,UNISTRUT L BRACKET 1H/1 HOLE,6,N/A,174-392605,02/11/2017,A72,A72,,PO002565,U:\DOC764.pdf,
SM2,BLACK PVC BEADIND  25M,1,N/A,174-392605,02/11/2017,A72,A72,,PO002565,U:\DOC764.pdf,
M12 ,M12 HEX NYLON INSERT NUT,4,N/A,174-392605,02/11/2017,A72,A72,,PO002565,U:\DOC764.pdf,
560-603,M3 x 12MM PAN HEAD SCREW,100,N/A,1134981631,02/11/2017,A95,A95,,PO002547,U:\DOC765.pdf,
EL001,ENGRAVED LABELS,1,N/A,DN116916,02/11/2017,A72,A72,,PO002569,U:\DOC766.pdf,
0206160000,EWK 1 END BRACKET,5,N/A,30945554,06/11/2017,A72,A72,,PO002582,U:\DOC767.pdf,
PP0735H ,ELDON DIN RAIL,3,N/A,30945554,06/11/2017,A72,A72,,PO002582,U:\DOC767.pdf,
SLA120,LAWSON LINK A1 20A,8,N/A,30945554,06/11/2017,A72,A72,,PO002582,U:\DOC767.pdf,
0206160000,EWK 1 END BRACKET,10,N/A,30945556,06/11/2017,A72,A72,,PO002582,U:\DOC768.pdf,
22Z/R6S11/SR,6A MINI ROTARY SWITCH,1,N/A,157458,07/11/2017,A95,A95,,PO002544,U:\DOC769.pdf,
22Z/R6Q21/1,6A ROTARY SWITCH,2,N/A,157458,07/11/2017,A95,A95,,PO002544,U:\DOC769.pdf,
PLOO1,PRINTED LABELS,12,N/A,DN116967,07/11/2017,A54,A54,,PO002585,U:\DOC770.pdf,
EL001,ENGRAVED LABELS,1,N/A,DN116967,07/112017,A54,A54,,PO002585,U:\DOC770.pdf,
RS20FWH,BUSSMAN RS20F WHITE FUSE HOLDER,20,,30950313,09/11/2017,A72,A72,,PO002582,U:\DOC771.pdf,
1631930000,SCHT5 S GROUP MARKER,25,,30945530,09/11/2017,A72,A72,,PO002582,U:\DOC772.pdf,
NLCPT2,25 x 60MM TRUNKING,6M,N/A,31022243,09/11/2017,A72,A72,,PO002582,U:\DOC773.pdf,
NLCPT2,25 x 60MM TRUNKING,20M,N/A,30945570,09/11/2017,A72,A72,,PO002582,U:\DOC774.pdf,
M5,M5 KSO - S,75,N/A,174-393812,10/11/2017,A72,A72,,PO002588,U:\DOC775.pdf,
M4,M4 KSO - S,50,N/A,174-393812,10/11/2017,A72,A72,,PO002588,U:\DOC775.pdf,
M5,M5 x 12MM FLANGE BUTTON,130,N/A,174-393812,10/11/2017,A72,A72,,PO002588,U:\DOC775.pdf,
M4,M4 x 12MM SOCKET CAP,15,N/A,174-393812,10/11/2017,A72,A72,,PO002588,U:\DOC775.pdf,
M3 ,M3 x 8MM POZI PAN TAPTIGHT SCREW,75,N/A,174-393812,10/11/2017,A72,A72,,PO002588,U:\DOC775.pdf,
M5,M5 P-TYPE NYLOC,60,N/A,174-393812,10/11/2017,A72,A72,,PO002588,U:\DOC775.pdf,
4.8 x 12,4.8MM x 12MM LARGE FLANGE OPEN STEEL,20,N/A,174-393812,10/11/2017,A72,A72,,PO002588,U:\DOC775.pdf,
M5,M5 x 20MM REPAIR WASHER,20,N/A,174-393812,10/11/2017,A72,A72,,PO002588,U:\DOC775.pdf,
14395,REPAIR AND RE-PAINT PANEL,1,N/A,28374,13/11/2017,A72,A72,,PO002561,U:\DOC777.pdf,
A9F53201,ACT19 IC60H MCB DP B 1A,6,,30945651,13/11/2017,A72,A72,,PO002582,U:\DOC778.pdf,
0485660000,HP2 ADP2 FIXING PLATE,2,N/A,31201913,14/11/2017,A54,A54,,PO002600,U:\DOC779.pdf,
10450053,50MM x 50MM TRUNKING,16M,,31199952,15/11/2017,A54,A54,,PO002600,U:\DOC780.pdf,
4.8 x 12,4.8MM x 12MM LARGE FLANGE OPEN STEEL,10,N/A,174-394305,15/11/2017,A72,A72,,PO002588,U:\DOC781.pdf,
M5,M5 x 20MM REPAIR WASHER,10,N/A,174-394305,15/11/2017,A72,A72,,PO002588,U:\DOC781.pdf,
88.02.0.230.0002,FINDER TIMER,3,,31090412,16/11/2017,A72,A72,,PO002582,U:\DOC782.pdf,
90.21,FINDER SMA SOCKET,11,,31090412,16/11/2017,A72,A72,,PO002582,U:\DOC782.pdf,
MAS0806040R5,ELDON ENCLOSURE,3,,30910138,16/11/2017,A72,A72,,PO002577,U:\DOC783.pdf,
AW41,ELDON  MOUNTING BRACKET,3,,30910138,16/11/2017,A72,A72,,PO002577,U:\DOC783.pdf,
3004807819,EXCUST - PANEL DESIGN,3,,31119375,16/11/2017,A72,A72,,PO002577,U:\DOC784.pdf,
AF04RS,ELDON STANDARD GLAND PLATE,3,,30955328,16/11/2017,A72,A72,,PO002577,U:\DOC785.pdf,
AG04,ELDON STANDARD GLAND PLATE SEAL,3,,30955328,16/11/2017,A72,A72,,PO002577,U:\DOC785.pdf,
0485660000,HP2 ADP2 FIXING PLATE,20,,31199656,16/11/2017,A54,A54,,PO002600,U:\DOC786.pdf,
0485300000,ADP2 COVER,36,,31199656,16/11/2017,A54,A54,,PO002600,U:\DOC786.pdf,
0383560000,EW35 END BRACKET,24,N/A,31199478,16/11/2017,A54,A54,,PO002600,U:\DOC787.pdf,
1631930000,SCHT5 S GROUP MARKER,1,,31199478,16/11/2017,A54,A54,,PO002600,U:\DOC787.pdf,
PP0735H ,ELDON DIN RAIL,8M,,31199478,16/11/2017,A54,A54,,PO002600,U:\DOC787.pdf,
STT,ICKLES MODULE,1,N/A,27168,16/11/2017,A72,A72,,PO001968,U:\DOC788.pdf,
A9SWA12025,12 x 2.5MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,23M,N/A,000806643002,20/11/2017,A72,A72,,PO002622,U:\DOC792.pdf,
A9SWA2015 ,2 x 1.5MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,22M,N/A,000806643002,20/11/2017,A72,A72,,PO002622,U:\DOC792.pdf,
A9SWA2025,2 x 2.5MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,65M,N/A,000806643002,20/11/2017,A72,A72,,PO002622,U:\DOC792.pdf,
A9SWA210,2 x 10.0MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,14M,N/A,000806643002,20/11/2017,A72,A72,,PO002622,U:\DOC792.pdf,
A9SWA3025,3 x 2.5MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,14M,N/A,000806643002,20/11/2017,A72,A72,,PO002622,U:\DOC792.pdf,
A9SWA4015,4 x 1.5MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,30M,N/A,000806643002,20/11/2017,A72,A72,,PO002622,U:\DOC792.pdf,
A9SWA4120,4 x 120MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,50m,N/A,000806643002,20/11/2017,A72,A72,,PO002622,U:\DOC792.pdf,
NSYS3X6625,600 x 600 x 250MM ENCLOSURE,12,,31201005,20/11/2017,A54,A54,,PO002600,U:\DOC793.pdf,
NSYCL1242ECSX,1357 P/B RELEASE LOCK,9,,31201005,20/11/2017,A54,A54,,PO002600,U:\DOC793.pdf,
NSYPFCX,ENCLOSURE WALL BRACKET,12,,31201005,20/11/2017,A54,A54,,PO002600,U:\DOC793.pdf,
ME14-C,CEMBRE  HEX DIE SET 70MM,1,N/A,TD424733,21/11/2017,A72,A72,,PO002625,U:\DOC795.pdf,
ME24-C,CEMBRE HEX DIE SET 120MM,1,N/A,TD424733,21/11/2017,A72,A72,,PO002625,U:\DOC795.pdf,
276746,8U CUBICLE,2,N/A,134955,21/11/2017,A95,A95,,PO002502,U:\DOC799.pdf,
276748,SUPPORT BRACKET FOR TS32 RAIL,8,N/A,134955,21/11/2017,A95,A95,,PO002502,U:\DOC799.pdf,
276747,8U CUBICLE DOOR,2,N/A,134955,21/11/2017,A95,A95,,PO002502,U:\DOC799.pdf,
276755,TRAINING PANEL CORNER PROTECTORS,32,N/A,134955,21/11/2017,A95,A95,,PO002502,U:\DOC799.pdf,
276754,BLANKING PANEL ,2,N/A,134955,21/11/2017,A95,A95,,PO002502,U:\DOC799.pdf,
276753,BLANKING PANEL ,1,N/A,134955,21/11/2017,A95,A95,,PO002502,U:\DOC799.pdf,
276749,CONTROL PANEL,1,N/A,134955,21/11/2017,A95,A95,,PO002502,U:\DOC799.pdf,
276750,CONTROL PANEL,1,N/A,134955,21/11/2017,A95,A95,,PO002502,U:\DOC799.pdf,
276751,CONTROL PANEL,1,N/A,134955,21/11/2017,A95,A95,,PO002502,U:\DOC799.pdf,
276752,CONTROL PANEL,1,N/A,134955,21/11/2017,A95,A95,,PO002502,U:\DOC799.pdf,
276757,RELAY 7ST6 LOWER MOUNTING PLATE,1,N/A,134956,21/11/2017,A95,A95,,PO002502,U:\DOC800.pdf,
276756,RELAY 7ST6 UPPER MOUNTING PLATE,1,N/A,134956,21/11/2017,A95,A95,,PO002502,U:\DOC800.pdf,
276760,12 U CUBICLE DOOR,2,N/A,134956,21/11/2017,A95,A95,,PO002502,U:\DOC800.pdf,
276759,12U CUBICLE,2,N/A,134956,21/11/2017,A95,A95,,PO002502,U:\DOC800.pdf,
A54,HEATER BRACKET,12,N/A,2584,23/11/2017,A54,A54,,PO002584,U:\DOC801.pdf,
NSYCL1242ECSX,1357 P/B RELEASE LOCK,1,,31407867,23/11/2017,A54,A54,,PO002600,U:\DOC802.pdf,
1631930000,SCHT5 S GROUP MARKER,35,,31327844,23/11/2017,A54,A54,,PO002600,U:\DOC803.pdf,
9501160000,RSF 3/35 TERMINAL,300,,31327844,23/11/2017,A54,A54,,PO002600,U:\DOC803.pdf,
0270460000,AP END SECTION PLATE,40,N/A,31327844,23/11/2017,A54,A54,,PO002600,U:\DOC803.pdf,
1 RTU,ICKLES RTU,1,,856770309/JS/221117,23/11/2017,A72,A72,,PO002428,U:\DOC804.pdf,
1 COMMS,ICKLES COMMS ENCLOSURE,1,,856770309/JS/221117,23/11/2017,A72,A72,,PO002428,U:\DOC804.pdf,
1 RTU,TINSLEY RTU,1,,856770309/JS/221117,23/11/2017,A72,A72,,PO002428,U:\DOC804.pdf,
1 COMMS,TINSLEY COMMS ENCLOSURE,1,,856770309/JS/221117,23/11/2017,A72,A72,,PO002428,U:\DOC804.pdf,
M1/068475,NYLON BUSBAR INSULATOR,4,11/2017,432689,23/11/2017,A72,A72,,PO002566,U:\DOC805.pdf,
M1/068476,POLYPROP BAFFLE PLATE,1,11/2017,432689,23/11/2017,A72,A72,,PO002566,U:\DOC805.pdf,
M1/068477,ALUMINIUM NEG BUSBAR,1,11/2017,432689,23/11/2017,A72,A72,,PO002566,U:\DOC805.pdf,
M1/068478,M/STEEL BUSBAR COVER,1,11/2017,432689,23/11/2017,A72,A72,,PO002566,U:\DOC805.pdf,
10450053,50 x 50MM TRUNKING,16M,32261-LP,174-395876,24/11/2017,A72,A72,,PO002632,U:\DOC806.pdf,
M3 ,M3 x 8MM POZI PAN TAPTIGHT SCREW,8,N/A,174-395876,24/11/2017,A72,A72,,PO002632,U:\DOC806.pdf,
M5,M5 x 16MM  SOCKET BUTTON FLANGE SCREW,45,N/A,174-395876,24/11/2017,A72,A72,,PO002632,U:\DOC806.pdf,
M06CG30,M6 FRC-S-SB-23 INSERT,45,N/A,174-395876,24/11/2017,A72,A72,,PO002632,U:\DOC806.pdf,
B222,50ML SCREWLOCK AND SEAL,1,31315,174-395876,24/11/2017,A72,A72,,PO002632,U:\DOC806.pdf,
,32MM BLACK CABLE GLAND,30,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
,25MM BLACK CABLE GLAND,20,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
UB300C ,300 x 4.8MM BLACK CABLE TIE,1000,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
UB200C,200 x 4MM BLACK CABLE TIE,300,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
,PARTEX PKH 70 BLACK HOLDERS,100,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
PA1,PA1 MARKER  (1),1000,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
PA1,PA1 MARKER  (2),1000,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
PA1,PA1 MARKER  (3),1000,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
PA1,PA1 MARKER  (4),1000,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
PA1,PA1 MARKER  (5),1000,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
PA1,PA1 MARKER  (6),1000,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
PA1,PA1 MARKER  (7),1000,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
PA1,PA1 MARKER (8),1000,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
PA1,PA1 MARKER (9),1000,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
AT7,19 x 33 PVC TAPE WHITE,5 ROLLS,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
AT7,19 x 33 PVC TAPE BROWN,5 ROLLS,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
AT7,19 x 33 PVC TAPE BLACK,5 ROLLS,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
AT7,19 x 33 PVC TAPE GREY,5 ROLLS,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
HIS-3-BAG,12/4 MIXED HEATSHRINK,5,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
M6,M6 RIVET NUT,50,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
M10,M10 RIVET NUT,50,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
DHT6,M6 SECONDARY CENTRE TAP,1,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
DHT8,M8 SECONDARY CENTRE TAP,1,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
DHT10,M10 SECONDARY CENTRE TAP,1,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
