Y01-AA-FOR-0098 Project Stock Record ,,,,,,,,,,,
,,,,,,,,,,,
PART NUMBER,DESCRIPTION,QUANTITY,BATCH/LOT/ DATE CODE,DELIVERY NUMBER,DATE RECEIVED,JOB/PROJECT REF.,LOCATION,COMMENTS,PURCHASE ORDER NUMBER,LINK TO DELIVERY NOTE ,
4669480-200,CASTELL LOCK,1,N/A,186489924,19/12/2016,A75,A75,,PO001608,Y:\DOC355.pdf,
839-999-999,CONE TERMINATION SIZE 3S,9,12/2016,TD402508,21/12/2016,A90,A90,,PO001769,Y:\DOC356.pdf,
7180945,Q2 SAK6N JUMPER BAR,30,N/A,1122230466,21/12/2016,A70,A70,,PO001811,Y:\DOC357.pdf,
4831224,M4 x 6MM PAN HEAD SCREW,200,N/A,1122230466,21/12/2016,A70,A70,,PO001811,Y:\DOC357.pdf,
7553738,DEK TERMINAL MARKER 11-20,800,N/A,1122230466,21/12/2016,A70,A70,,PO001811,Y:\DOC357.pdf,
7553747,DEK TERMINAL MARKER 21-30,500,N/A,1122230466,21/12/2016,A70,A70,,PO001811,Y:\DOC357.pdf,
7553740,DEK TERMINAL MARKER 31-40,500,N/A,1122230466,21/12/2016,A70,A70,,PO001811,Y:\DOC357.pdf,
7059734,DEK TERMINAL MARKER 1-50,500,N/A,1122230466,21/12/2016,A70,A70,,PO001811,Y:\DOC357.pdf,
7948218,14 PIN RELAY SOCKET,3,36/2016,1122268919,22/12/2016,A70,A70,,PO001811,Y:\DOC358.pdf,
7553734,DEK TERMINAL MARKER 1-10,2000,N/A,1122318312,23/12/2016,A70,A70,,PO001811,Y:\DOC360.pdf,
7553738,DEK TERMINAL MARKER 11-20,200,N/A,1122311369,28/12/2016,A70,A70,,PO001811,Y:\DOC361.pdf,
7948186,PLUG IN RELAY 14 PIN 5A 48VDC,3,N/A,1122385031,28/12/2016,A70,A70,,PO001811,Y:\DOC362.pdf,
827-150-004,PFISTERER CABLE CONNECTOR SIZE 3,11,N/A,TD402790,04/01/2017,A90,A90,,PO001821,Y:\DOC363.pdf,
EPPA-047-14/37-130,CONNECTOR MECHANICAL,6,N/A,TD402960,05/01/2017,A90,A90,,PO001769,Y:\DOC364.pdf,
OHVT-52H-W-1N,52KV XPLE OUTDOOR TERM 95-300MM,23,N/A,TD402960,05/01/2017,A90,A90,,PO001769,Y:\DOC364.pdf,
2A19-M12,2A19-M12 CEMBRE HV LUG 95MM2,23,N/A,TD402960,05/01/2017,A90,A90,,PO001769,Y:\DOC364.pdf,
2A19-M12,2A19-M12 CEMBRE HV LUG 95MM1,14,N/A,TD402960,05/01/2017,A90,A90,NOT ORDERED - S.Mc SORTING,PO001769,,
CES5,CABLE ENTRY SEAL 69-36MM,27,N/A,TD402904,05/01/2017,A90,A90,,PO001796,Y:\DOC365.pdf,
EWK 1,G RAIL END STOP,50,N/A,174-352776,05/01/2017,A70,A70,,PO001813,Y:\DOC366.pdf,
M10 ,M10 BRASS THREADED ROD 1M,1,N/A,174-352776,05/01/2017,A70,A70,,PO001813,Y:\DOC366.pdf,
CZE 94,60MM x 60MM TRUNKING,16M,N/A,174-352776,05/01/2017,A70,A70,,PO001813,Y:\DOC366.pdf,
KLMR150T ,UNITRUNK CABLE TRAY,3,N/A,174-352776,05/01/2017,A70,A70,,PO001813,Y:\DOC366.pdf,
KLMRSC,UNITRUNK CABLE TRAY COUPLER,2,N/A,174-352776,05/01/2017,A70,A70,,PO001813,Y:\DOC366.pdf,
4A SP,4A SP AC MCB C TYPE,1,N/A,174-352776,05/01/2017,A70,A70,,PO001813,Y:\DOC366.pdf,
2A24-M12,2A24-M12 CEMBRE HV LUG 120MM2,23,N/A,TD403037,06/01/2017,A90,A90,,PO001769,Y:\DOC367.pdf,
0468760001,DEK 6 FS 1-50 TERMINAL MARKER,350,N/A,174-352850,09/01/2017,A70,A70,,PO001758,Y:\DOC368.pdf,
EL001,ENGRAVED LABELS,8,N/A,DN114185,10/01/2017,A70,A70,,PO001829,Y:\DOC369.pdf,
738890,RED BANANA PLUGS  4MM,30,N/A,1122734017,10/01/2017,A29,A29,,PO001830,Y:\DOC370.pdf,
738884,BLACK BANANA PLUGS  4MM,30,N/A,1122734017,10/01/2017,A29,A29,,PO001830,Y:\DOC370.pdf,
1052560000,WQV 10/2 X/CONNECTOR,10,N/A,174-352971,12/01/2017,A70,A70,,PO001813,U:\DOC431.pdf,
CZE 94,60MM x 60MM TRUNKING,4M,N/A,174-352971,12/01/2017,A70,A70,,PO001813,U:\DOC431.pdf,
AUX2CO,MCB AUX C/O CONTACT,4,N/A,174-352971,12/01/2017,A70,A70,,PO001813,U:\DOC431.pdf,
R6Q21/2,ROTARY SWITCH,1,N/A,174-352971,12/01/2017,A70,A70,,PO001813,U:\DOC431.pdf,
0676100000,G RAIL  ,16M,N/A,22175717,13/01/2017,A70,A70,,PO001756,U:\DOC432.pdf,
0485760000,ADP3 PLATE,14,N/A,23557947,16/01/2017,A75,A75,,PO001846,Y:\DOC376.pdf,
10470023,25MM x 50MM TRUNKING,2M,N/A,23578380,16/01/2017,A75,A75,,PO001846,Y:\DOC377.pdf,
0206160000,EWK 1 END BRACKET,6,N/A,23556545,16/01/2017,A75,A75,,PO001846,Y:\DOC378.pdf,
AW41,MOUNTING BRACKET,2,,23556280,16/01/2017,A75,A75,,PO001846,Y:\DOC375.pdf,
0485760000,HP1 ADP3 PLATE,2,,23556280,16/01/2017,A75,A75,,PO001846,Y:\DOC375.pdf,
0485400000,ADP3 COVER,2,,23556280,16/01/2017,A75,A75,,PO001846,Y:\DOC375.pdf,
10470074,75MM x 75MM TRUNKING,4M,,23556280,16/01/2017,A75,A75,,PO001846,Y:\DOC375.pdf,
10470053,50MM x 50MM TRUNKING,24M,,23556280,16/01/2017,A75,A75,,PO001846,Y:\DOC375.pdf,
0292460000,SCHT 5 GROUP MARKER,3,,23556280,16/01/2017,A75,A75,,PO001846,Y:\DOC375.pdf,
0412160000,SAKR TERMINAL,48,N/A,23556280,16/01/2017,A75,A75,,PO001846,Y:\DOC375.pdf,
0211360000,AP RSF3 END PLATE,12,N/A,23556280,16/01/2017,A75,A75,,PO001846,Y:\DOC375.pdf,
EKS20104,TALL MARSHALLING BOX,2,N/A,???????,17/01/2017,A75,A75,,PO001846,,
AL8101,TS32 SLOTTED G RAIL,8M,N/A,23556595,20/01/2017,A75,A75,,PO001846,U:\DOC433.pdf,
9538080000,WT6SL TERMINAL,150,N/A,23571047,20/01/2017,A75,A75,,PO001846,U:\DOC434.pdf,
9538110000,WAP WTL END PLATE,20,N/A,23571047,20/01/2017,A75,A75,,PO001846,U:\DOC434.pdf,
MAS0806040R5,MARSHALLING BOX,2,49/2016,23695200,24/01/2017,A75,A75,,PO001846,U:\DOC435.pdf,
PF 1100,FRONT/REAR PLINTH,2,N/A,23695200,24/01/2017,A75,A75,,PO001846,U:\DOC435.pdf,
PS 1040,MULTI PLINTH,2,17/2016,23695200,24/01/2017,A75,A75,,PO001846,U:\DOC435.pdf,
CCB02,BRACKET,2,46/2016,23695200,24/01/2017,A75,A75,,PO001846,U:\DOC435.pdf,
24882-PBX15-048-040-41,48V 40A BATTERY CHARGER SIZE 41U,2,BN87491,DN30763,27/01/2017,A75,A75,,PO001683,U:\DOC436.pdf,
12FLB450,BATTERY,8,,14323,30/01/2017,A54,A54,,PO,U:\DOC437.pdf,
SZ2586.010,RITTAL DOOR SWITCH,1,3320067,174-353885,31/01/2017,A70,A70,,PO001813,U:\DOC438.pdf,
1631930000,LABEL CARRIER,100,N/A,174-278964,31/01/2017,A70,A70,,??????,U:\DOC439.pdf,
EL001,ENGRAVED LABELS,,N/A,DN114441,01/02/2017,A70,A70,,??/???,U:\DOC440.pdf,
EL001,ENGRAVED LABELS,,N/A,DN114442,01/02/2017,A70,A70,,??????,U:\DOC441.pdf,
Q-HST64WT,HEAT SHRINK,3,N/A,SDN329522,02/02/2017,A83,A83,,PO001883,U:\DOC442.pdf,
Q-HST64WT,HEAT SHRINK,2,N/A,SDN329522,02/02/2017,A75,A75,,PO001883,U:\DOC442.pdf,
A11 WAA663-600 ER ,KRAUS + NAIMER SWITCH,4,,23775449,03/02/2017,A75,A75,,PO001846,U:\DOC443.pdf,
M3 x 10MM,TAPTITE SCREW,12,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M12 x 120MM,BRASS BOLT,2,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M12 x 120MM,BRASS NUT,12,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M12 ,SPRING WASHER ,6,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M12,BRASS FLAT WASHER,12,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M6 x 20MM,BZP BUTTON HEAD SCREW,48,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
PW06 ,M6 PENNY WASHER,48,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M5 x 20MM ,BZP MACHINE SCREW,12,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
FW06,M6 FLAT WASHER,12,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M5  ,BLIND RIVET NUT,24,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M4,BLIND RIVET NUT,16,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M5 x 12MM,HEX FLANGE BUTTON HEAD,24,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M4 x 12MM,HEX SKT CAP SCREW,32,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
M3 x 8MM,TAPTITE PAN HEAD SCREW,56,N/A,174-355529,07/02/2017,A75,A75,,PO001847,U:\DOC485.pdf,
776-0948,WARNING LABEL,4,N/A,174-355529,07/02/2017,A75,A75,4 PACKS OF 250,PO001847,U:\DOC485.pdf,
827-150-004,DUMMY CABLE CONNECTOR SIZE 3,1,,TD405877,20/02/2017,A90,A90,,PO001821,U:\DOC492.pdf,
827-181-013,PFISTERER CURRENT TESTER SIZE 3,2,,TD405877,20/02/2017,A90,A90,,PO001821,U:\DOC492.pdf,
827-167-001,ASSEMBLY LEVER FOR THE BELL,1,,TD405877,20/02/2017,A90,A90,,PO001821,U:\DOC492.pdf,
827-229-001,PULL OFF SET FOR MV CONNEX,1,,TD405877,20/02/2017,A90,A90,,PO001821,U:\DOC492.pdf,
0412160000,SAKR TERMINAL,500,N/A,24529684,21/02/2017,A75,A75,,PO001913,U:\DOC494.pdf,
0292460000,SCHT 5 GROUP MARKER,60,N/A,24529684,21/02/2017,A75,A75,,PO001913,U:\DOC494.pdf,
0412160000,SAKR TERMINAL,140,N/A,24529601,21/02/2017,A75,A75,,PO001913,U:\DOC495.pdf,
0292460000,SCHT 5 GROUP MARKER,20,N/A,24529601,21/02/2017,A75,A75,,PO001913,U:\DOC495.pdf,
0211360000,AP SAKR END PLATE,86,N/A,24529601,21/02/2017,A75,A75,,PO001913,U:\DOC495.pdf,
168/806/064,GALVANISED MOUNT PLATE,50,N/A,1046,23/02/2017,A54,A54,,PO001906,U:\DOC498.pdf,
RA2579,6.6KV  TRANSFORMER,1,16938,71316,01/03/2017,A75,A75,,PO001564,U:\DOC501.pdf,
RA2580,11KV  TRANSFORMER,1,16939,71316,01/03/2017,A75,A75,,PO001564,U:\DOC501.pdf,
U-MLES-PLV-11211,PROTECTION RELAY,17,N/A,1476/SP,02/03/2017,A88,A88,,PO001805,U:\DOC502.pdf,
MHCO-TVI,TRANSMITTER,17,N/A,1476/SP,02/03/2017,A88,A88,,PO001805,U:\DOC502.pdf,
MHCO-RV,VOLTAGE RECEIVER,17,N/A,1476/SP,02/03/2017,A88,A88,,PO001805,U:\DOC502.pdf,
MHCO-RI,CURRENT RECEIVER,17,N/A,1476/SP,02/03/2017,A88,A88,,PO001805,U:\DOC502.pdf,
CB4-4-150506,FURSEWELD MOULD,1,09/2017,01830461605,03/03/2017,A54,A54,,PO001936,U:\DOC504.pdf,
150P10,FURSEWELD POWDER,10,46/2016,01830461605,03/03/2017,A54,A54,,PO001936,U:\DOC504.pdf,
HCPK4,FURSEWELD HANDLE CLAMP,1,N/A,01830461605,03/03/2017,A54,A54,,PO001936,U:\DOC504.pdf,
SC150B,STRANDED COPPER CABLE,10M,N/A,018828,03/03/2017,A54,A54,,PO001936,U:\DOC505.pdf,
FICT150M10,COMPRESSION TERMINAL,6,N/A,018828,03/03/2017,A54,A54,,PO001936,U:\DOC505.pdf,
TF017,M12 x 25MM SET SCREW,100,N/A,CRE/225660,08/03/2017,A75,A75,,PO001938,U:\DOC507.pdf,
GRPSTRUT4141/3,41 x 41MM STRUT GRP PLAIN,21M,N/A,CRE/225560,08/03/2017,A75,A75,,PO001938,U:\DOC507.pdf,
CF-CB1&1,90 DEGREE BRACKET 1&1 HOLE,20,N/A,CRE/225345,08/03/2017,A75,A75,,PO001938,U:\DOC507.pdf,
PNL12,M12 LONG SPRING CH.NUT,200,N/A,CRE/225345,08/03/2017,A75,A75,,PO001938,U:\DOC507.pdf,
A9SWA1215LSZH,12x1.5mm XLPE/LSZH/SWA/LS 0.6/1KV,355M,N/A,000761306 001,14/03/2017,A75,A75,,PO001968,U:\DOC510.pdf,
A9SWA2015LSZH,2x 1.5mm XLPE/LSZH/SWA/LS ZH 0.6/1KV,31M,N/A,000761306 001,14/03/2017,A75,A75,,PO001968,U:\DOC510.pdf,
A9SWA2025LSZH,2x 2.5mm XLPE/LSZH/SWA/LS ZH 0.6/1KV,75M,N/A,000761306 001,14/03/2017,A75,A75,,PO001968,U:\DOC510.pdf,
A9SWA2060LSZH,2x 6mm XLPE/LSZH/SWA/LSZH  0.6/1KV,100M,N/A,000761306 001,14/03/2017,A75,A75,,PO001968,U:\DOC510.pdf,
A9SWA216LSZH,2x 16mm XLPE/LSZH/SWA/LS H 0.6/1KV,120M,N/A,000761306 001,14/03/2017,A75,A75,,PO001968,U:\DOC510.pdf,
A9SWA4015LSZH,4x 1.5mm XLPE/LSZH/SWA/LS ZH 0.6/1KV,415M,N/A,000761306 001,14/03/2017,A75,A75,,PO001968,U:\DOC510.pdf,
A9SWA7015LSZH,7x1.5mm XLPE/LSZH/SWA/LS ZH 0.6/1KV,92M,N/A,000761306 001,14/03/2017,A75,A75,,PO001968,U:\DOC510.pdf,
I0115P1T2CLBK,1P 1.5 CL2 BS5308 P1 T2 XPLE/CAM,190M,N/A,000761306 001,14/03/2017,A75,A75,,PO001968,U:\DOC510.pdf,
A3TR150,150mm ALUMINIUM RTES-AL 6/116601 CABLE,170M,N/A,000761307 001,14/03/2017,A72,A72,,PO001969,U:\DOC511.pdf,
4087972-ASST,HSS DRILL BIT ASST SIZES,45,N/A,1125618176,15/03/2017,A83,A83,,PO001951,U:\DOC703.pdf,
A75-AA-DET-0003,INSULATION WASHER,30,N/A,1124,15/03/2017,A75,A75,,PO001943,U:\DOC514.pdf,
5833009,SE8 STANDALONE ENCLOSURE,9,N/A,3010984633,20/03/2017,A88,A88,,PO001866,U:\DOC524.pdf,
5833009,SE8 STANDALONE ENCLOSURE,1,N/A,3010984632,20/03/2017,A88,A88,,PO001886,U:\DOC525.pdf,
8013106,AR6516R RAIL WEB BONDING KIT,50,N/A,607074,20/03/2017,A72,A72,,PO001961,U:\DOC526.pdf,
8013114,AR26516(NR) COMPLETE FIXING KIT,145,N/A,607074,20/03/2017,A72,A72,,PO001961,U:\DOC526.pdf,
2742119,AA150-M16-1G/20 ALUMINIUM TREMINAL,135,N/A,607074,20/03/2017,A72,A72,,PO001961,U:\DOC526.pdf,
CY220  ,22 MM BROACH CUTTER,13,N/A,607074,20/03/2017,A72,A72,,PO001961,U:\DOC526.pdf,
2870932,MPAF-BS80A TEMPLATE,1,N/A,607074,20/03/2017,A72,A72,,PO001961,U:\DOC526.pdf,
2614340,MK25-C DIE SET,1,N/A,607074,20/03/2017,A72,A72,,PO001961,U:\DOC526.pdf,
1865397,CONDUIT P-CLIP 20MM,100,N/A,1125776087,20/03/2017,A72,A72,,PO001986,U:\DOC527.pdf,
215035,7MM MASONARY DRILL BIT,15,N/A,1125776087,20/03/2017,A72,A72,,PO001986,U:\DOC527.pdf,
5213065,BROWN WALL PLUG,288,N/A,1125776087,20/03/2017,A72,A72,,PO001986,U:\DOC527.pdf,
M1/067505,A75/AA/DET0006 INS. GLAND PLATE,4,N/A,427998,20/03/2017,A72,A72,,PO001979,U:\DOC529.pdf,
M1/067506,A75/AA/DET0007 INS. GLAND PLATE,4,N/A,427998,20/03/2017,A72,A72,,PO001979,U:\DOC529.pdf,
M1/067507,A75/AA/DET0008 INS.GLAND PLATE,4,N/A,427998,20/03/2017,A72,A72,,PO001979,U:\DOC529.pdf,
M1/067508,A75/AA/DET0009 INS. GLAND PLATE,10,N/A,427998,20/03/2017,A72,A72,,PO001979,U:\DOC529.pdf,
M1/067509,A75/AA/DET0010 INS.GLAND PLATE,4,N/A,427998,20/03/2017,A72,A72,,PO001979,U:\DOC529.pdf,
FCGA225PLBK,NGM25 GLAND C/W L/N  PLASTIC IP68,50,N/A,000762336 001,24/03/2017,A75,A75,,PO001983,U:\DOC532.pdf,
FCGA232PLBK,NGM32 GLAND C/W L/N  PLASTIC IP68,25,N/A,000762336 001,24/03/2017,A75,A75,,PO001983,U:\DOC532.pdf,
FCGA240PLBK,NGM40 GLAND C/W L/N  PLASTIC IP68,8,N/A,000762336 001,24/03/2017,A75,A75,,PO001983,U:\DOC532.pdf,
FCGBW20LSF,BW20 LSF GLAND KIT BRASS (PK2),24,N/A,000762336 001,24/03/2017,A75,A75,,PO001983,U:\DOC532.pdf,
FCGBW20SLSF, BW20S LSF GLAND KIT BRASS (PK2),82,N/A,000762336 001,24/03/2017,A75,A75,,PO001983,U:\DOC532.pdf,
FCGBW25LSF,BW25 LSF GLAND KIT BRASS (PK2),8,N/A,000762336 001,24/03/2017,A75,A75,,PO001983,U:\DOC532.pdf,
3718R,BOSCH 36V SDS DRILL,1,N/A,A3141065903,24/03/2017,A83,A83,,PO001950,U:\DOC533.pdf,
80892,BOSCH SDS PLUS CHUCK ADAPTOR,1,N/A,A3141065903,24/03/2017,A83,A83,,PO001950,U:\DOC533.pdf,
84144,3KVA PORTABLE TRANSFORMER,2,N/A,A3141065903,24/03/2017,A83,A83,,PO001950,U:\DOC533.pdf,
98640,DE WALT 110V PERCUSSION DRILL ,2,N/A,A3141065903,24/03/2017,A83,A83,,PO001950,U:\DOC533.pdf,
217695,VORTEX SOCKET SET,1,N/A,31496455,24/03/2017,A83,A83,,PO001988,U:\DOC534.pdf,
EL001,ENGRAVED LABELS,,N/A,DN114953,27/03/2017,A70,A70,,D.RUSSELL,U:\DOC535.pdf,
DT7926-XJ,DRILL BIT SET,8,N/A,?,27/03/2017,A83,A83,,PO001952,AMAZON,
TS35/F,TOP HAT DIN RAIL SHALLOW SLOTTED,40M,N/A,174-364006,29/03/2017,A88,A88,20 x 2M LENGTHS,PO001996,U:\DOC537.pdf,
,OPEN SLOT 50 x 50MM TRUNKING,80M,N/A,174-364006,29/03/2017,A88,A88,,PO001996,U:\DOC537.pdf,
776-0948,WARNING LABEL,22,N/A,174-364006,29/03/2017,A88,A88,,PO001996,U:\DOC537.pdf,
M5 ,CSK HEAD BLIND RIVET NUT,125,N/A,174-364006,29/03/2017,A88,A88,,PO001996,U:\DOC537.pdf,
M5 x 12MM,HEX SKT FLANGE BUTTON HEAD,125,N/A,174-364006,29/03/2017,A88,A88,,PO001996,U:\DOC537.pdf,
M3 x 8MM,TAPTITE POZI PAN HEAD,510,N/A,174-364006,29/03/2017,A88,A88,,PO001996,U:\DOC537.pdf,
RS20FWH,20A WHITE FUSE HOLDER,45,N/A,174-364006,29/03/2017,A88,A88,,PO001996,U:\DOC537.pdf,
RS20F ,20A BLACK FUSE HOLDER,45,N/A,174-364006,29/03/2017,A88,A88,,PO001996,U:\DOC537.pdf,
NITD2,NIT2 2A FUSE,45,N/A,174-364006,29/03/2017,A88,A88,,PO001996,U:\DOC537.pdf,
DT7926-XJ,DRILL BIT SET,1,N/A,?,29/03/2017,A83,A83,,PO001952,AMAZON,
8013106,AR6516R RAIL WEB BONDING KIT,95,N/A,607952,30/03/2017,A72,A72,,PO001961,U:\DOC536.pdf,
,OPEN SLOT 50 x 50MM TRUNKING,35,,174-364673,31/03/2017,A88,A88,,PO001996,U:\DOC539.pdf,
MV-GDVSPARES,SPARE CASTELL INTERLOCKING KIT,1,,186642489,03/04/2017,A75,A75,,PO001608,U:\DOC543.pdf,
H6944XL1.5,1.5MM STRANDED XLPE/SWA/PVC CABLE,30M,N/A,CRE/226981,03/04/2017,A75,A75,,PO002021,U:\DOC544.pdf,
 650014,BLACK CABLE TIE 7.6MM x 370MM,500,,CRE/226981,03/04/2017,A75,A75,,PO002021,U:\DOC544.pdf,
M6 x 100,M6 x 100MM    S/STEEL HEX SET,50,,174-364704,04/04/2017,A54,A54,,PO002009,U:\DOC553.pdf,
M6,M6    S/STEEL FLAT WASHER,200,,174-364704,04/04/2017,A54,A54,,PO002009,U:\DOC553.pdf,
M6,M6    S/STEEL FULL NUT,100,,174-364704,04/04/2017,A54,A54,,PO002009,U:\DOC553.pdf,
M6 x 60,M6 x  60MM    S/STEEL HEX SET,50,,174-364704,04/04/2017,A54,A54,,PO002009,U:\DOC553.pdf,
M6,M6   S/STEEL SPRING WASHER,100,,174-364704,04/04/2017,A54,A54,,PO002009,U:\DOC553.pdf,
385AA01,BICOMP  TELECLEAT,100,,174-364704,04/04/2017,A54,A54,,PO002009,U:\DOC553.pdf,
385AA04,BICOMP  TELECLEAT,100,,174-364704,04/04/2017,A54,A54,,PO002009,U:\DOC553.pdf,
FL 106D,6MM    G - CLAMP,200,,174-364704,04/04/2017,A54,A54,,PO002009,U:\DOC553.pdf,
9501160000,RSF 3/35 TERMINAL,2322,,174-365105,04/04/2017,A88,A88,,PO001996,U:\DOC554.pdf,
0270460000,AP END SECTION PLATE,130,N/A,174-365105,04/04/2017,A88,A88,,PO001996,U:\DOC554.pdf,
0631930000,SCHT S GROUP MARKER,160,,174-365105,04/04/2017,A88,A88,,PO001996,U:\DOC554.pdf,
0383560000,EW35 END BRACKET,255,N/A,174-365105,04/04/2017,A88,A88,,PO001996,U:\DOC554.pdf,
0485660000,HP2 ADP2   FXG PLATE,43,,174-365105,04/04/2017,A88,A88,,PO001996,U:\DOC554.pdf,
0485300000,ADP2 COVER,10M,,174-365105,04/04/2017,A88,A88,10 x 1M LENGTHS,PO001996,U:\DOC554.pdf,
TS35/F,TOP HAT DIN RAIL SHALLOW SLOTTED,18,,174-365105,04/04/2017,A88,A88,18 x 2M LENGTHS,PO001996,U:\DOC554.pdf,
L36840,LAMP 4FT 36W COL84 TUBE,25,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
KLMR300T,UNITRUNK 300 WIDE CABLE TRAY,3M,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
6491B,25.0MM   GR/YELL  LSF CABLE,40M,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
6491B,240MM   GREEN/YELLOW CABLE,40M,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
CT240-10,240MM KOMPRESS COPPER LUG,30,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
CT25-10,25MM KOMPRESS LUG,30,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
CT16-8,16MM KOMPRESS LUG,30,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
65 YER,IR 6/6.5MM RING CRIMP,100,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
IHBL2.5-3.0VG,2.5MM HOOK BLADE CRIMP,200,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
IHBL1.5-3.0VG,1.5MM HOOK BLADE CRIMP,200,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
IBL1.5-10VG,1.5MM BLADE CRIMP,400,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
H/S 16MM GR,16MM GREY HEATSHRINK,20M,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
H/S 1.5MM  WH,1.5MM WHITE HEATSHRINK,40M,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
UB300C ,300 x 4.8MM BLACK CABLE TIE,1000,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
UB100A,100 x 2.5MM BLACK CABLE TIE,1000,,174-365231,04/04/2017,A75,A75,,PO002017,U:\DOC555.pdf,
650014,BLACK CABLE TIE 7.6MM x 370MM,500,,CRE/227123,06/04/2017,A75,A75,,PO002021,U:\DOC556.pdf,
2742119,AA150-M16-1G/20 ALUMINIUM TREMINAL,80,,608944,07/04/2017,A72,A72,,PO002023,U:\DOC557.pdf,
A2TGY0025,TRI RATED GREEN/YELLOW 2.5MM CABLE,500M,N/A,000765334001,07/04/2017,A88,A88,,PO002019,U:\DOC558.pdf,
A2TWH0015,TRI RATED WHITE 1.5MM CABLE,600M,N/A,000765334001,07/04/2017,A88,A88,,PO002019,U:\DOC558.pdf,
A3B8760NH600V,8760  LSF 1PX18AWG 600V CABLE,400M,N/A,000765334001,07/04/2017,A88,A88,,PO002019,U:\DOC558.pdf,
IHBL6-4.6VG,6MM HOOK BLADE CRIMP,100,,174-365484,07/04/2017,A75,A75,,PO002017,U:\DOC559.pdf,
SZ.2489.000,RITTAL TAPTITE SCREW,2000,,174-365483,07/04/2017,A88,A88,,PO001996,U:\DOC560.pdf,
M1/067589,(4/17) (400-200-3MM) GLAND PLATE,3,N/A,428379,10/04/2017,A75,A75,,PO002015,U:\DOC561.pdf,
1000002096,CRITCHLEY CARRIER STRIP 7 DIG BLACK,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
1000002106,CRITCHLEY 1    BLK/YEL SIZE 65 MARKER,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
1000002107,CRITCHLEY  2  BLK/YEL SIZE 65 MARKER,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
1000002108,CRITCHLEY 3  BLK/YEL SIZE 65 MARKER,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
1000002109,CRITCHLEY 4   BLK/YEL SIZE 65 MARKER,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
1000002110,CRITCHLEY 5   BLK/YEL SIZE 65 MARKER,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
1000002111,CRITCHLEY 6  BLK/YEL SIZE 65 MARKER,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
1000002112,CRITCHLEY 7  BLK/YEL SIZE 65 MARKER,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
10000021113,CRITCHLEY 8  BLK/YEL SIZE 65 MARKER,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
10000021114,CRITCHLEY 9  BLK/YEL SIZE 65 MARKER,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
1000002105,CRITCHLEY 0  BLK/YEL SIZE 65 MARKER,500,N/A,25854985,12/04/2017,A75,A75,,PO002030,U:\DOC562.pdf,
